Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDC53,OUT045,1592.39386
NCM55,OUT017,2657.97347
FDL09,OUT018,1805.4165700000005
FDA11,OUT019,264.22273000000007
FDA50,OUT045,1281.39868
FDC23,OUT017,2691.39663
FDE22,OUT049,3074.1650499999996
FDD23,OUT046,2794.09628
NCA29,OUT049,3140.61189
FDK38,OUT046,2115.5129199999997
DRC13,OUT046,1903.35575
NCP43,OUT049,2815.93452
FDX28,OUT049,1829.2855
FDF08,OUT049,2266.11688
FDZ33,OUT046,2575.3809800000004
FDD10,OUT049,2506.43739
FDO58,OUT017,2752.7168100000004
FDI50,OUT017,3495.81619
FDO58,OUT045,2586.1336500000007
FDX08,OUT013,2868.4994299999994
NCK17,OUT010,335.16372000000007
FDF39,OUT035,3006.2534499999997
FDU45,OUT010,304.30389
NCJ18,OUT018,1725.95334
DRC27,OUT019,317.32028
DRC25,OUT035,1916.37214
FDU59,OUT035,2577.14535
FDU28,OUT035,2440.9892499999996
NCP30,OUT046,1203.7664
FDB39,OUT018,2016.2421400000003
FDE41,OUT013,1682.21028
DRH11,OUT010,198.97432999999998
FDA58,OUT045,4201.497609999999
FDU50,OUT046,2312.12366
FDM34,OUT013,2699.75242
FDM44,OUT027,3090.14425
FDR39,OUT045,2261.92234
FDM25,OUT045,2490.092
FDQ49,OUT049,2276.5033599999997
DRH25,OUT018,1342.8853100000001
FDM09,OUT027,3942.5679899999986
FDL44,OUT019,372.41523
NCR42,OUT018,1701.35203
DRL59,OUT046,1848.62699
FDX43,OUT013,2507.43609
DRK47,OUT010,376.70964000000004
FDU48,OUT018,1681.9439599999998
FDY12,OUT045,1200.87017
NCN43,OUT018,1937.1118099999999
NCM55,OUT018,2210.7889
FDQ21,OUT027,3123.06806
FDX13,OUT035,2469.65194
NCK30,OUT027,5763.630859999999
FDG20,OUT049,2958.91507
DRG27,OUT017,1344.5831
FDY14,OUT018,3044.7699799999996
FDP59,OUT035,1922.99685
FDU60,OUT017,2726.0848100000003
NCC18,OUT019,360.43083000000007
DRJ39,OUT017,3304.3653999999997
FDS07,OUT049,2263.52026
FDM08,OUT027,5636.86254
FDP51,OUT045,1873.4946200000002
FDU16,OUT035,2008.7186000000002
FDH12,OUT013,1944.90167
DRE48,OUT010,389.02694
NCL42,OUT027,6081.750099999999
FDR21,OUT045,2734.2075699999996
NCW29,OUT035,2349.34188
FDO11,OUT013,3388.1563299999993
NCM31,OUT049,2784.8749500000004
FDV35,OUT019,319.41755
FDF58,OUT017,1216.51647
NCE43,OUT049,2900.95718
FDA02,OUT035,3006.25345
DRL37,OUT010,290.9546
FDR24,OUT018,1895.5991800000004
FDW59,OUT049,1849.79214
FDS22,OUT049,1609.5715
FDW24,OUT017,1447.58236
FDU24,OUT035,1507.67081
FDA21,OUT027,4267.6115500000005
FDH58,OUT027,2961.3452399999996
FDW36,OUT018,1694.26126
FDI45,OUT027,4710.268679999999
FDU01,OUT018,1973.7308100000002
FDF35,OUT027,3704.3447499999993
FDU43,OUT019,373.48051
FDE24,OUT019,269.88203
FDK50,OUT049,2150.13452
FDG31,OUT045,1719.92785
FDC60,OUT045,1734.7419000000002
FDL36,OUT013,2036.5490399999999
FDP21,OUT013,2844.6304999999998
FDW16,OUT045,1817.1679399999998
FDX02,OUT017,3249.7365099999997
FDQ58,OUT027,3493.7189199999993
FDT51,OUT046,2118.5090200000004
FDD59,OUT049,1923.1300099999996
NCM42,OUT018,2111.2850900000003
FDA57,OUT018,1660.03914
FDZ48,OUT035,1768.3648
FDE46,OUT045,2659.4049400000004
NCZ30,OUT019,301.6074
FDB56,OUT017,2847.72647
FDA25,OUT027,3306.7955699999998
FDD20,OUT013,2360.0945500000003
FDL25,OUT013,1430.4713000000002
NCO18,OUT049,3275.2366499999994
FDJ45,OUT017,1075.8995100000002
FDR12,OUT035,2024.1984500000003
NCF19,OUT010,263.49035
FDK25,OUT046,2563.59632
NCR17,OUT046,2106.49133
FDC52,OUT046,2359.22901
NCA54,OUT017,3021.0674999999997
FDR45,OUT010,429.20797000000005
NCM19,OUT049,2588.6636900000003
FDF39,OUT027,3496.41541
FDX23,OUT049,1705.91276
FDD58,OUT027,2738.40211
FDX28,OUT013,1483.26924
NCD31,OUT013,2480.03842
FDU57,OUT018,2011.3485099999998
FDI27,OUT046,2359.22901
NCM42,OUT046,1829.05247
FDD32,OUT027,2899.35926
FDI34,OUT013,3197.67095
NCM29,OUT049,2275.2383400000003
FDG46,OUT018,1871.03116
DRC01,OUT010,244.28202000000002
FDB15,OUT027,4421.644380000001
NCA17,OUT027,4327.16736
FDF10,OUT046,2038.31341
FDR26,OUT027,4476.27327
FDI02,OUT049,2077.59561
NCM54,OUT010,296.04796999999996
FDF14,OUT013,3050.32941
FDJ33,OUT010,319.31768
FDM20,OUT035,2750.1867700000003
FDC03,OUT027,3496.41541
NCX05,OUT046,1812.4407600000002
NCM41,OUT027,2813.83725
NCU29,OUT010,377.87479
FDQ59,OUT017,2086.3841700000003
FDH46,OUT010,298.04537
FDH09,OUT013,863.5426000000001
NCD06,OUT045,1088.9159000000002
FDC15,OUT035,2549.9474200000004
DRD37,OUT027,2500.1788700000006
FDT28,OUT027,3282.9932199999994
FDR28,OUT027,4416.05166
FDT38,OUT017,1260.29282
FDV34,OUT027,2398.4446300000004
FDY52,OUT035,1894.9999600000003
FDB34,OUT013,1375.4096399999999
DRL23,OUT018,2237.1878699999993
DRB24,OUT046,1570.7553599999999
FDJ50,OUT046,1966.3071400000001
FDQ49,OUT035,2848.15924
FDP20,OUT035,2344.51483
FDV19,OUT027,4289.21676
NCR54,OUT045,3253.5648600000004
FDO09,OUT010,391.15749999999997
FDS57,OUT018,2227.23416
FDN10,OUT049,2206.09501
FDV23,OUT049,2335.16034
FDY28,OUT049,2281.5634399999994
DRG51,OUT013,2837.37328
FDD45,OUT019,359.76502999999997
NCL18,OUT027,4881.34599
NCM29,OUT013,1900.2264900000002
FDF17,OUT027,4287.55226
FDE22,OUT017,2570.6870900000004
FDQ22,OUT017,1459.7997899999998
FDS01,OUT013,3362.19013
FDW35,OUT027,2227.3673200000003
FDJ33,OUT046,1749.9221400000001
NCF54,OUT035,3016.60664
FDE09,OUT013,1901.65796
NCE06,OUT045,2782.57794
DRH49,OUT049,2317.38348
FDY43,OUT045,2681.77582
NCT05,OUT017,3714.8976799999996
FDZ34,OUT045,2943.5350900000003
FDL38,OUT017,1506.7386899999997
FDZ31,OUT017,3386.9245999999994
FDR14,OUT035,2320.1465500000004
NCN54,OUT049,1946.5661700000005
NCC42,OUT027,4165.910600000001
FDK08,OUT017,2024.4647699999998
FDP59,OUT013,1891.9039899999996
FDV22,OUT035,2482.83478
FDD33,OUT035,2756.34542
DRE60,OUT027,3776.3510200000005
FDK52,OUT046,2726.25126
FDA02,OUT017,2563.5630300000003
FDM56,OUT049,2271.11038
FDE57,OUT035,2172.5386900000003
FDM32,OUT045,1988.94434
NCQ30,OUT027,2867.13454
FDQ27,OUT027,3884.34378
FDT60,OUT027,2750.55296
FDU43,OUT049,2995.33433
NCO55,OUT035,1982.65253
FDG02,OUT045,2968.6357500000004
FDJ28,OUT013,2404.27038
FDP40,OUT045,1193.41321
FDJ38,OUT045,3454.63646
NCC54,OUT017,2798.1576600000003
NCZ41,OUT046,2323.3423900000003
FDK38,OUT019,430.90576
FDU52,OUT013,2293.54784
FDC40,OUT046,2169.47601
NCR30,OUT017,1351.20781
NCN18,OUT017,1783.31201
FDB50,OUT035,1304.6350999999997
FDG04,OUT013,2925.65836
FDR26,OUT035,2772.35791
NCT17,OUT018,2197.6060599999996
FDX35,OUT027,4924.29009
FDS12,OUT046,2134.05545
NCZ29,OUT027,3799.4542799999995
FDB38,OUT010,294.98268999999993
FDP12,OUT013,2011.2486400000003
FDP22,OUT046,1418.1872899999998
FDS26,OUT018,2928.6544600000007
FDR52,OUT046,2936.7439299999996
DRJ13,OUT046,1882.2166000000002
FDU48,OUT027,2730.07961
FDE29,OUT035,1850.1583299999998
NCT29,OUT049,1749.5892400000005
DRK37,OUT018,1981.65383
FDK55,OUT046,1562.8323399999997
FDR07,OUT046,1904.3877399999997
FDO21,OUT027,4142.10825
FDK46,OUT049,3357.22992
FDB12,OUT045,1409.6983400000001
FDT31,OUT027,4407.42955
FDJ33,OUT045,1877.5559999999998
FDC26,OUT027,2770.16077
NCQ02,OUT045,3434.163109999999
FDP08,OUT010,306.03497
FDB11,OUT027,5041.00483
FDV55,OUT013,2272.3754
FDW20,OUT049,2232.22766
NCJ18,OUT019,324.84382
FDC41,OUT018,1335.72796
FDE14,OUT027,3306.7955699999998
FDG35,OUT013,2506.2043599999997
FDF45,OUT035,2077.36258
FDS19,OUT027,2936.74393
FDS58,OUT019,333.36606
FDA26,OUT017,3711.13591
FDM32,OUT049,2123.2029100000004
FDL45,OUT046,2171.9727599999997
FDZ55,OUT049,2542.5237500000003
FDY37,OUT049,2307.0302899999997
FDO46,OUT046,2207.39332
FDQ60,OUT046,2708.9404600000003
FDA19,OUT018,1940.60726
FDL15,OUT046,1926.4590099999998
FDM10,OUT018,2529.14117
NCL05,OUT017,1303.4033699999998
DRK49,OUT010,285.59490999999997
NCE18,OUT027,6050.65724
FDG40,OUT049,1298.74277
DRI59,OUT045,2992.3715199999997
FDK28,OUT035,3466.32125
NCD06,OUT019,236.99150999999998
FDO11,OUT019,574.8184299999999
FDK27,OUT046,1805.78276
FDT43,OUT027,1891.5378
FDD38,OUT018,1712.4376
FDA16,OUT049,2790.56754
FDL14,OUT027,3776.1845700000003
NCM17,OUT049,1723.3900099999998
FDD20,OUT045,2449.7445199999993
FDA40,OUT045,1715.3005400000002
FDL43,OUT045,1939.67514
FDV15,OUT045,2238.3530199999996
FDE52,OUT046,2359.22901
NCL17,OUT010,381.13721000000004
NCJ31,OUT045,2700.3849299999993
FDR60,OUT045,1211.1567799999998
NCA18,OUT035,2583.6369
FDS21,OUT027,2216.5813599999997
FDW09,OUT035,1790.70239
FDL26,OUT035,2467.65454
FDS47,OUT018,1585.9356
FDC39,OUT046,2358.03057
FDT51,OUT035,2650.7495400000003
FDK40,OUT035,2861.4086599999996
NCG19,OUT045,2981.51898
FDZ07,OUT046,1796.2285299999999
FDF08,OUT027,2936.7439299999996
FDO04,OUT013,2146.1064300000007
FDK41,OUT018,1266.5513400000002
FDP15,OUT049,3252.433
NCD43,OUT018,2018.2728299999999
NCP18,OUT013,2288.1548599999996
FDZ51,OUT046,2162.71814
DRH13,OUT035,1916.37214
FDF38,OUT045,1638.99986
NCI43,OUT045,1280.4998500000002
FDM38,OUT027,2174.8357
FDS03,OUT013,1745.69431
DRJ47,OUT017,2613.6644800000004
FDT50,OUT010,314.85681999999997
FDV02,OUT046,2208.65834
NCG18,OUT017,1866.70346
FDW52,OUT046,2679.6452600000002
FDS40,OUT035,1644.75903
FDN31,OUT017,2664.49831
FDA37,OUT045,2311.95721
FDA15,OUT046,2479.93855
FDL39,OUT046,2492.5221699999993
FDJ53,OUT045,1560.7017799999999
FDX22,OUT013,2911.57669
NCZ42,OUT045,2829.48355
FDD56,OUT027,4811.80318
FDD40,OUT017,2587.2322200000003
FDS50,OUT013,3308.6930999999995
NCN14,OUT013,2805.6146200000003
FDT15,OUT013,2328.0695700000006
NCS18,OUT027,2751.3852100000004
NCO26,OUT010,334.76424
FDF58,OUT018,1675.6188599999998
NCB19,OUT013,1937.21168
FDH26,OUT017,2721.7571099999996
DRB24,OUT027,3865.3019
FDA49,OUT018,2061.2835099999998
FDB32,OUT045,1988.9443399999996
FDI36,OUT017,2695.32485
NCA17,OUT010,458.27013999999997
FDH22,OUT013,2631.4413400000003
NCM26,OUT018,2019.7708799999996
FDT15,OUT027,4591.22364
FDB16,OUT018,2120.0070700000006
NCP54,OUT027,2867.13454
FDJ36,OUT013,1843.96639
FDO28,OUT045,1721.6256399999997
FDU09,OUT013,1863.3411700000004
FDF29,OUT017,2156.69265
FDY08,OUT013,2678.44682
DRJ59,OUT018,1953.02443
FDT23,OUT027,2865.4367500000003
FDU15,OUT018,1921.06603
FDT47,OUT013,1777.2532299999998
FDI53,OUT019,359.69845
FDR59,OUT018,2664.3651499999996
FDD53,OUT035,1644.75903
FDY51,OUT017,2816.73348
FDT04,OUT049,1324.07646
FDU51,OUT049,2621.0548599999997
FDG14,OUT035,2927.5226
NCU06,OUT045,3414.4554299999995
DRG25,OUT046,1867.20281
DRH49,OUT035,1974.56306
FDN15,OUT035,2419.15101
FDL43,OUT018,1445.41851
NCT18,OUT049,3299.60493
NCB31,OUT013,3287.0545999999995
FDK57,OUT035,2347.8438300000003
FDY04,OUT019,371.74943
NCP54,OUT046,2267.5816400000003
FDF41,OUT013,2398.2116
FDM01,OUT045,2241.78189
FDW03,OUT045,2134.2219
FDF28,OUT045,2312.4565599999996
FDY37,OUT017,2563.7960599999997
FDQ03,OUT017,3044.67011
FDP51,OUT027,3439.38964
FDJ40,OUT017,2108.08925
FDC32,OUT049,2186.1543
DRI49,OUT027,1996.7341999999996
NCW54,OUT017,1204.9648399999999
FDF09,OUT017,937.14679
FDP45,OUT018,2554.3417
DRJ23,OUT018,2482.53517
FDS59,OUT017,2199.27056
FDY08,OUT046,2422.2136899999996
FDX16,OUT049,2271.17696
FDY16,OUT018,1914.2748700000004
FDK32,OUT035,2454.2386700000006
FDQ22,OUT013,1169.7440199999996
NCC31,OUT018,2304.03419
FDG58,OUT049,2396.8467100000003
DRF48,OUT013,2554.1086699999996
DRH36,OUT049,2280.9642200000003
NCR30,OUT035,2577.54483
FDB03,OUT019,428.94165000000004
FDZ28,OUT027,3786.4711799999995
FDR35,OUT017,2642.69336
DRD15,OUT027,5355.8283599999995
FDJ33,OUT019,286.76006
FDA56,OUT010,275.04198
FDP56,OUT046,1808.5791200000003
NCT30,OUT046,1342.78544
FDK15,OUT017,2180.6281599999998
FDH44,OUT018,2333.12965
FDV01,OUT013,1728.1504799999998
DRG03,OUT017,2328.36918
FDG50,OUT027,3209.72193
FDR16,OUT010,408.30185
FDZ60,OUT046,2350.7067700000002
DRG03,OUT045,2498.6475299999997
FDS56,OUT018,2235.3569199999997
FDU33,OUT045,1097.47143
DRD27,OUT035,2227.03442
FDW22,OUT046,2251.1696699999998
DRA24,OUT045,2467.5546700000004
FDF38,OUT049,1933.94926
FDX48,OUT013,2210.05652
FDS58,OUT018,2016.8413600000003
FDC32,OUT046,1677.7161300000002
NCQ29,OUT045,3611.6653900000006
DRK39,OUT018,2120.0070699999997
NCS38,OUT017,2004.69051
DRO47,OUT013,2545.8194599999997
DRG27,OUT027,3573.3818900000006
FDC57,OUT027,4849.75378
FDS55,OUT046,2297.8422499999997
NCJ06,OUT018,1336.2273099999998
FDO01,OUT019,325.5762000000001
NCM55,OUT045,2748.78859
FDC52,OUT049,2155.06144
FDQ15,OUT045,1747.5918399999998
NCT30,OUT027,1807.2475199999997
NCR42,OUT027,1759.6428199999998
FDD28,OUT035,1850.1583300000002
FDQ34,OUT049,2371.34657
FDZ12,OUT027,3017.93824
DRE13,OUT019,263.52364
NCN07,OUT019,338.69246
FDM28,OUT035,2708.54098
FDI10,OUT017,2565.5604300000005
FDQ25,OUT013,1894.8335100000004
FDA38,OUT010,371.88259
DRI13,OUT049,3032.88545
FDY20,OUT027,2936.7439299999996
NCZ53,OUT035,2640.19661
NCM31,OUT013,2331.43186
DRB01,OUT017,2564.4618600000003
DRF37,OUT046,1764.5031600000002
NCF42,OUT049,3490.4897899999996
FDF16,OUT018,1847.6948699999998
FDB41,OUT013,2045.5706300000002
FDR34,OUT013,2914.73924
FDR15,OUT018,2510.7318000000005
NCV42,OUT019,278.77046
FDW51,OUT035,2907.8149200000007
FDU36,OUT017,1595.5897
FDX60,OUT049,1741.9325400000002
FDY03,OUT035,2688.96646
FDW55,OUT045,4109.983399999999
FDT01,OUT010,299.21052
FDG58,OUT013,2772.25804
FDK21,OUT017,4367.2818099999995
NCS41,OUT019,353.7395399999999
FDS10,OUT045,2657.6405700000005
NCT53,OUT046,2638.59869
FDJ28,OUT018,2757.5105700000004
FDX44,OUT045,1232.22935
FDT20,OUT018,1001.16346
FDO44,OUT017,1993.3386200000004
NCX17,OUT049,2825.88823
FDY01,OUT017,2373.21081
FDJ12,OUT027,4422.31018
DRK35,OUT018,2270.5777399999997
FDD47,OUT019,416.99053999999995
NCM53,OUT035,2036.64891
FDO45,OUT013,2114.31448
NCM42,OUT010,353.83941000000004
FDE04,OUT046,2874.05886
NCI30,OUT027,6120.166759999999
FDZ19,OUT013,2561.7653699999996
FDW57,OUT013,2743.26245
FDA25,OUT013,1496.3854999999999
FDT22,OUT046,1508.3699000000001
FDP51,OUT013,2328.0695700000006
FDD48,OUT027,2560.30061
FDY39,OUT035,2643.35916
FDO48,OUT010,364.02615
FDD23,OUT027,3292.2145499999997
DRN35,OUT027,2955.58607
FDT01,OUT035,3029.52316
FDC20,OUT010,187.72231
DRJ35,OUT035,1980.8548700000003
FDB32,OUT046,1716.3325300000001
FDL24,OUT046,2913.24119
NCV42,OUT035,2213.3855200000007
FDZ46,OUT046,2291.7168899999997
FDC15,OUT013,2631.67437
FDD08,OUT019,239.85444999999999
FDY50,OUT049,1989.34382
FDD36,OUT013,2012.9464299999995
FDG57,OUT027,1744.6623200000001
FDL21,OUT018,1385.46322
FDN16,OUT027,3343.38128
FDJ09,OUT027,1703.4492999999998
FDS01,OUT010,316.02197
FDV33,OUT017,3995.1328999999996
DRE12,OUT017,1873.2283
FDR07,OUT013,1687.93616
FDP48,OUT010,288.75746000000004
NCB55,OUT035,1966.7066199999997
FDQ08,OUT013,1848.79344
FDR34,OUT035,2993.1039
FDO33,OUT046,2011.4150899999997
FDP13,OUT045,1573.55172
FDX12,OUT049,2347.37777
NCT06,OUT049,3196.6389599999998
FDR16,OUT019,439.79418999999996
FDE36,OUT046,2589.5292299999996
FDZ36,OUT049,2259.15927
FDV13,OUT045,1927.65745
NCZ17,OUT035,1685.8721799999998
FDU56,OUT045,2856.9810899999998
FDM09,OUT035,2621.6873700000006
FDV02,OUT017,2510.79838
FDS34,OUT018,1761.6735099999999
FDA11,OUT049,1755.98092
FDP09,OUT017,3115.87742
FDB29,OUT027,3343.38128
FDT19,OUT017,2578.1773399999997
DRH15,OUT017,1344.5831000000003
FDY38,OUT046,2537.3638
FDF14,OUT027,3949.8252100000004
FDN48,OUT010,296.08126
FDQ12,OUT013,2799.28952
NCJ43,OUT045,2893.26719
FDE17,OUT019,377.60847
FDB05,OUT035,2861.40866
FDH10,OUT045,2753.54906
NCR06,OUT017,1033.42147
FDU32,OUT018,1702.88337
FDD56,OUT049,3072.10107
FDO36,OUT018,1681.9439599999998
FDH16,OUT010,269.18294000000003
FDX10,OUT018,1651.74993
FDZ37,OUT017,1736.67272
FDU31,OUT010,404.2737599999999
DRC49,OUT049,2715.6317499999996
FDL15,OUT045,2236.3889100000006
FDN32,OUT019,372.41523
DRH59,OUT027,3220.2082800000003
NCU29,OUT049,2128.4294400000003
FDR37,OUT019,445.45349
FDS14,OUT018,2695.39143
FDU02,OUT027,4421.64438
FDJ08,OUT035,2584.33599
NCZ06,OUT045,3314.41898
FDO31,OUT049,2808.14466
FDH31,OUT018,2061.7828600000003
FDS58,OUT017,2539.2613300000003
NCA53,OUT027,2416.9538700000003
FDF50,OUT046,2007.5867400000002
NCW42,OUT049,3778.2818400000006
NCQ17,OUT045,2630.20961
FDK51,OUT018,2944.2341800000004
NCW41,OUT010,455.30733
NCR29,OUT017,1520.25443
FDB08,OUT019,372.41523
FDA40,OUT027,3041.3743999999997
FDL14,OUT018,1985.7817899999998
FDB47,OUT046,2631.4746299999997
FDO03,OUT035,2696.42342
DRK13,OUT019,355.60378
FDX13,OUT010,394.15360000000004
FDF52,OUT046,2625.64888
FDT11,OUT013,2796.19355
FDB08,OUT013,2608.5045299999997
FDQ28,OUT018,1997.0670999999998
FDD29,OUT045,3647.45214
NCQ29,OUT027,4542.8532700000005
NCO02,OUT013,1763.50446
FDR56,OUT010,352.17491000000007
NCM54,OUT049,2831.11476
FDP51,OUT035,2708.3412400000007
FDT38,OUT013,1937.9107699999997
FDZ20,OUT018,2960.18009
FDJ53,OUT013,2280.63132
FDX13,OUT049,2492.4555900000005
FDP58,OUT035,3727.7476199999996
NCK31,OUT019,222.74339
FDA35,OUT018,1929.35524
FDV37,OUT018,2263.85316
NCO07,OUT027,4064.60913
FDA20,OUT045,2247.90725
FDZ59,OUT035,1905.41973
NCY17,OUT017,1347.9786799999997
FDQ28,OUT035,2380.6011900000003
FDV35,OUT017,2340.18713
FDQ36,OUT013,1926.75862
FDD34,OUT018,2454.0389299999997
FDK51,OUT045,3322.9412199999997
FDV31,OUT035,2733.8746699999997
FDR04,OUT035,1971.13419
FDR14,OUT049,1708.4428
DRC36,OUT010,526.1151600000001
FDE39,OUT019,317.32028
FDP57,OUT049,1971.33393
FDE57,OUT046,2412.8592
NCN18,OUT046,1797.6267099999998
NCQ05,OUT018,1961.2803500000005
FDW47,OUT035,2030.85645
FDV46,OUT035,2787.1386700000003
NCP29,OUT045,1600.4500400000002
FDE09,OUT018,1634.6721599999998
NCU06,OUT027,6140.407079999999
FDT19,OUT010,363.5268
DRF15,OUT017,2338.2896
DRI51,OUT013,2979.02223
NCX54,OUT013,1828.2867999999999
DRE01,OUT013,2652.24759
NCB07,OUT045,3298.80597
FDU50,OUT035,2785.30772
FDG40,OUT035,1772.12657
FDW10,OUT018,2126.06585
FDX51,OUT013,2328.06957
NCP17,OUT045,1244.7131000000002
FDP21,OUT035,2805.1485599999996
FDL04,OUT045,1633.67346
FDV23,OUT013,2159.3225599999996
FDF24,OUT046,2707.34254
FDH56,OUT027,3539.22635
FDB51,OUT049,1687.7031300000003
FDI58,OUT027,2571.38618
FDR20,OUT013,1690.3996200000001
FDC51,OUT018,2089.6798799999997
FDB16,OUT027,3573.3818899999997
FDE40,OUT049,2162.98446
NCM17,OUT035,1994.3373199999999
FDU56,OUT035,2680.1778999999997
FDS32,OUT019,372.58167999999995
FDX02,OUT049,2516.19136
FDT39,OUT027,3904.584100000001
FDE35,OUT017,2197.00684
NCI42,OUT019,310.1629300000001
DRL23,OUT046,2099.7334600000004
FDA10,OUT046,2430.20329
FDA11,OUT013,1944.90167
NCM06,OUT046,2479.8053900000004
NCT05,OUT035,2965.8061000000002
NCQ02,OUT010,434.43449999999996
NCY06,OUT049,3078.9588100000005
FDY56,OUT035,3244.64314
FDL02,OUT035,2559.26862
NCI06,OUT035,2781.17976
FDQ14,OUT045,2317.54993
FDQ12,OUT017,3034.3502099999996
FDP36,OUT046,2708.9404600000003
FDK21,OUT027,5738.630069999999
FDO40,OUT045,2269.1129800000003
NCK54,OUT019,306.36787
FDY09,OUT018,2443.61916
NCW30,OUT049,3388.28949
NCC55,OUT027,2225.8026900000004
FDE58,OUT018,1761.90654
FDR39,OUT013,2819.46326
FDU28,OUT049,2440.42332
FDH08,OUT017,2573.01739
FDG35,OUT045,2539.56094
FDG22,OUT049,1658.10832
FDC34,OUT035,2705.61146
FDP15,OUT018,2243.6128400000002
FDK34,OUT010,440.0605100000001
FDU45,OUT035,2221.04222
FDQ04,OUT027,1603.64588
FDX22,OUT018,2527.7762799999996
FDB45,OUT017,1926.32585
NCH43,OUT027,6117.803169999999
DRE60,OUT046,1900.0933300000002
FDD17,OUT027,4287.15278
NCM54,OUT017,2224.1049000000003
NCH55,OUT013,2177.3324499999994
NCT06,OUT017,2892.9010000000003
FDA48,OUT027,3017.9382400000004
FDY58,OUT027,5691.591299999999
FDO25,OUT045,2442.18769
FDN50,OUT045,1953.22417
FDH35,OUT035,2913.07474
FDK09,OUT045,3789.86676
FDO16,OUT013,2280.6313200000004
FDW11,OUT045,1794.7304799999997
FDU47,OUT027,4216.211789999999
NCQ42,OUT010,291.22092000000004
FDK55,OUT027,3441.38704
FDN08,OUT049,2907.38215
FDT57,OUT045,4100.89523
FDJ12,OUT018,2207.29345
DRL59,OUT017,1333.7305599999997
NCN53,OUT046,1757.91174
FDO51,OUT010,325.24330000000003
FDK56,OUT017,3021.7333000000003
FDY12,OUT035,1507.67081
FDU15,OUT035,2600.4150600000003
FDQ19,OUT046,3390.4200499999997
DRF15,OUT045,2350.83993
DRE25,OUT019,290.9546
FDK57,OUT018,1885.97837
FDD33,OUT010,367.28857
FDR34,OUT027,4142.108249999999
FDU04,OUT045,1617.5611000000001
FDE35,OUT019,179.36652000000004
NCD31,OUT035,2941.0050500000007
FDJ56,OUT035,1580.8089400000001
NCU53,OUT046,2638.59869
FDD39,OUT035,3020.63473
NCU17,OUT019,363.79312000000004
FDJ20,OUT046,1979.3235299999997
NCW41,OUT018,2281.39699
FDL52,OUT035,1584.4042599999998
FDS39,OUT035,2321.1452500000005
DRJ47,OUT045,2613.6644800000004
FDP13,OUT010,207.0638
DRK39,OUT010,303.1054500000001
FDF28,OUT010,266.95251
FDB09,OUT045,2380.1018400000003
FDM51,OUT046,2145.9066900000003
DRM49,OUT018,844.00137
DRF23,OUT013,2611.10115
DRH01,OUT035,2133.1566200000007
FDH12,OUT027,2570.02129
FDA28,OUT019,330.50312
FDW37,OUT018,2061.28351
FDF02,OUT046,2193.24507
DRL37,OUT046,1343.01847
NCF43,OUT046,2142.9771699999997
FDH08,OUT010,373.28077
FDR34,OUT019,348.94577999999996
NCK19,OUT049,3362.4564500000006
NCD55,OUT018,979.89115
FDT27,OUT049,2677.9141799999998
FDQ57,OUT045,1961.3469299999997
FDA47,OUT035,2002.4600799999996
DRG15,OUT027,3573.3818899999997
FDE05,OUT018,1830.6836800000005
FDN46,OUT046,1772.62592
FDX27,OUT027,3496.41541
FDT51,OUT045,1991.5076700000002
FDU33,OUT013,1863.3411700000001
FDJ16,OUT027,1823.16014
FDD20,OUT019,372.41522999999995
FDT36,OUT049,1565.42896
DRF15,OUT027,4015.20677
FDN52,OUT010,255.66719999999995
FDC22,OUT027,3973.4943999999996
FDX15,OUT045,2523.64832
FDT13,OUT013,3324.4059800000005
FDU04,OUT017,1930.6202600000001
FDU31,OUT019,359.63187000000005
FDW59,OUT027,3088.2800099999995
NCO29,OUT046,2506.23765
FDL15,OUT035,2521.1182799999997
FDI41,OUT049,2225.2700499999996
FDQ48,OUT049,2283.32781
DRI39,OUT013,2089.74646
FDI08,OUT013,3450.4086300000004
FDC21,OUT049,2343.2498100000003
FDF58,OUT035,2275.07189
FDS08,OUT010,373.28076999999996
FDE47,OUT045,2674.8514999999998
NCP18,OUT019,296.3808700000001
NCR41,OUT013,1766.1676600000003
FDA27,OUT013,2573.6499
FDA43,OUT035,2922.26278
FDA49,OUT045,1688.76841
NCE55,OUT018,2306.3311999999996
DRM49,OUT027,2012.6135299999999
FDF22,OUT027,5691.5913
FDQ15,OUT018,1996.53446
NCS54,OUT017,3211.35314
NCY05,OUT013,1562.5327300000001
FDR45,OUT046,2749.487680000001
FDK57,OUT049,2256.56265
FDF41,OUT010,397.9486600000001
FDV21,OUT046,2236.6552299999994
FDD51,OUT046,1864.1734199999999
FDF33,OUT046,2008.6520200000002
FDA38,OUT046,2358.9626900000003
FDR56,OUT045,3255.89516
NCN41,OUT017,1987.413
FDC60,OUT027,3998.1955799999996
FDB47,OUT045,3310.52405
DRH01,OUT013,2515.8251699999996
FDW08,OUT046,1860.51152
FDF38,OUT027,3306.7955700000007
FDY32,OUT017,2654.2117000000003
FDG34,OUT049,1781.2147400000001
FDG47,OUT019,497.85194999999993
NCF18,OUT035,3013.71041
FDL39,OUT019,425.81239000000005
NCH55,OUT035,2734.14099
DRJ35,OUT049,2333.32939
FDS44,OUT035,3266.14848
DRE01,OUT018,2459.69823
FDY39,OUT013,2328.0695699999997
FDY32,OUT018,2390.05555
FDR33,OUT027,2875.95639
